,Sex,State,Age Group,Year,Deaths_x,Population,Crude Rate,Deaths_y
15569,Females,Minnesota,75-79 yrs,2007,0,69008,0,0
15570,Males,Minnesota,80-84 yrs,2007,11,39715,27.7,14
15571,Females,Minnesota,80-84 yrs,2007,0,59654,0,0
15572,Males,Minnesota,85+ yrs,2007,0,31107,0,11
15573,Females,Minnesota,85+ yrs,2007,0,69209,0,0
15574,Males,Mississippi,00-04 yrs,2007,0,106973,0,0
15575,Females,Mississippi,00-04 yrs,2007,0,102545,0,0
15576,Males,Mississippi,05-09 yrs,2007,0,103799,0,0
15577,Females,Mississippi,05-09 yrs,2007,0,99428,0,0
15578,Males,Mississippi,10-14 yrs,2007,0,108827,0,0
15579,Females,Mississippi,10-14 yrs,2007,0,103981,0,0
15580,Males,Mississippi,15-19 yrs,2007,12,115395,10.4,20
15581,Females,Mississippi,15-19 yrs,2007,0,111494,0,0
15582,Males,Mississippi,20-24 yrs,2007,18,107334,16.77,26
15583,Females,Mississippi,20-24 yrs,2007,0,105679,0,0
15584,Males,Mississippi,25-29 yrs,2007,21,97590,21.52,31
15585,Females,Mississippi,25-29 yrs,2007,0,100532,0,0
15586,Males,Mississippi,30-34 yrs,2007,20,87818,22.77,31
15587,Females,Mississippi,30-34 yrs,2007,0,91997,0,0
15588,Males,Mississippi,35-39 yrs,2007,10,93250,10.72,20
15589,Females,Mississippi,35-39 yrs,2007,0,97854,0,10
15590,Males,Mississippi,40-44 yrs,2007,18,96921,18.57,31
15591,Females,Mississippi,40-44 yrs,2007,0,102120,0,13
15592,Males,Mississippi,45-49 yrs,2007,24,103066,23.29,31
15593,Females,Mississippi,45-49 yrs,2007,0,108849,0,0
15594,Males,Mississippi,50-54 yrs,2007,19,97353,19.52,33
15595,Females,Mississippi,50-54 yrs,2007,0,103778,0,0
15596,Males,Mississippi,55-59 yrs,2007,19,85446,22.24,23
15597,Females,Mississippi,55-59 yrs,2007,0,91477,0,0
15598,Males,Mississippi,60-64 yrs,2007,14,67746,20.67,21
15599,Females,Mississippi,60-64 yrs,2007,0,74142,0,0
15600,Males,Mississippi,65-69 yrs,2007,16,51781,30.9,16
15601,Females,Mississippi,65-69 yrs,2007,0,60041,0,0
15602,Males,Mississippi,70-74 yrs,2007,16,38988,41.04,18
15603,Females,Mississippi,70-74 yrs,2007,0,49188,0,0
15604,Males,Mississippi,75-79 yrs,2007,0,28559,0,0
15605,Females,Mississippi,75-79 yrs,2007,0,41526,0,0
15606,Males,Mississippi,80-84 yrs,2007,10,18546,53.92,10
15607,Females,Mississippi,80-84 yrs,2007,0,31936,0,0
15608,Males,Mississippi,85+ yrs,2007,0,11887,0,0
15609,Females,Mississippi,85+ yrs,2007,0,30504,0,0
15610,Males,Missouri,00-04 yrs,2007,0,197123,0,0
15611,Females,Missouri,00-04 yrs,2007,0,188677,0,0
15612,Males,Missouri,05-09 yrs,2007,0,196733,0,0
15613,Females,Missouri,05-09 yrs,2007,0,187732,0,0
15614,Males,Missouri,10-14 yrs,2007,0,205651,0,0
15615,Females,Missouri,10-14 yrs,2007,0,195948,0,0
15616,Males,Missouri,15-19 yrs,2007,14,220407,6.35,30
15617,Females,Missouri,15-19 yrs,2007,0,209941,0,0
15618,Males,Missouri,20-24 yrs,2007,19,208327,9.12,46
15619,Females,Missouri,20-24 yrs,2007,0,204232,0,11
15620,Males,Missouri,25-29 yrs,2007,26,194754,13.35,45
15621,Females,Missouri,25-29 yrs,2007,0,197448,0,17
15622,Males,Missouri,30-34 yrs,2007,24,176359,13.61,55
15623,Females,Missouri,30-34 yrs,2007,0,177268,0,11
15624,Males,Missouri,35-39 yrs,2007,30,191030,15.7,55
15625,Females,Missouri,35-39 yrs,2007,0,192164,0,15
15626,Males,Missouri,40-44 yrs,2007,39,204942,19.03,73
15627,Females,Missouri,40-44 yrs,2007,0,208344,0,18
15628,Males,Missouri,45-49 yrs,2007,49,223941,21.88,90
15629,Females,Missouri,45-49 yrs,2007,0,228827,0,22
15630,Males,Missouri,50-54 yrs,2007,30,204849,14.64,53
15631,Females,Missouri,50-54 yrs,2007,0,214037,0,23
15632,Males,Missouri,55-59 yrs,2007,37,176887,20.92,47
15633,Females,Missouri,55-59 yrs,2007,0,188994,0,13
15634,Males,Missouri,60-64 yrs,2007,33,141446,23.33,42
15635,Females,Missouri,60-64 yrs,2007,0,155206,0,13
15636,Males,Missouri,65-69 yrs,2007,15,108327,13.85,17
15637,Females,Missouri,65-69 yrs,2007,0,121482,0,0
15638,Males,Missouri,70-74 yrs,2007,18,84325,21.35,21
15639,Females,Missouri,70-74 yrs,2007,0,100891,0,0
15640,Males,Missouri,75-79 yrs,2007,22,66447,33.11,23
15641,Females,Missouri,75-79 yrs,2007,0,88827,0,0
15642,Males,Missouri,80-84 yrs,2007,19,46258,41.07,23
15643,Females,Missouri,80-84 yrs,2007,0,72500,0,0
15644,Males,Missouri,85+ yrs,2007,16,32313,49.52,18
15645,Females,Missouri,85+ yrs,2007,0,74975,0,0
15646,Males,Montana,00-04 yrs,2007,0,30441,0,0
15647,Females,Montana,00-04 yrs,2007,0,28919,0,0
15648,Males,Montana,05-09 yrs,2007,0,30348,0,0
15649,Females,Montana,05-09 yrs,2007,0,28589,0,0
15650,Males,Montana,10-14 yrs,2007,0,32308,0,0
15651,Females,Montana,10-14 yrs,2007,0,30201,0,0
15652,Males,Montana,15-19 yrs,2007,0,36069,0,0
15653,Females,Montana,15-19 yrs,2007,0,34037,0,0
15654,Males,Montana,20-24 yrs,2007,10,36308,27.54,12
15655,Females,Montana,20-24 yrs,2007,0,32879,0,0
15656,Males,Montana,25-29 yrs,2007,0,30214,0,0
15657,Females,Montana,25-29 yrs,2007,0,28448,0,0
15658,Males,Montana,30-34 yrs,2007,0,27708,0,11
15659,Females,Montana,30-34 yrs,2007,0,26000,0,0
15660,Males,Montana,35-39 yrs,2007,0,28288,0,10
15661,Females,Montana,35-39 yrs,2007,0,27965,0,0
15662,Males,Montana,40-44 yrs,2007,0,31129,0,11
15663,Females,Montana,40-44 yrs,2007,0,31619,0,0
15664,Males,Montana,45-49 yrs,2007,12,37641,31.88,17
15665,Females,Montana,45-49 yrs,2007,0,38398,0,0
15666,Males,Montana,50-54 yrs,2007,10,38578,25.92,18
15667,Females,Montana,50-54 yrs,2007,0,39123,0,0
15668,Males,Montana,55-59 yrs,2007,11,35450,31.03,20
15669,Females,Montana,55-59 yrs,2007,0,34353,0,0
15670,Males,Montana,60-64 yrs,2007,0,27331,0,0
15671,Females,Montana,60-64 yrs,2007,0,26347,0,0
15672,Males,Montana,65-69 yrs,2007,0,20098,0,0
15673,Females,Montana,65-69 yrs,2007,0,20204,0,0
15674,Males,Montana,70-74 yrs,2007,0,15175,0,0
15675,Females,Montana,70-74 yrs,2007,0,16091,0,0
15676,Males,Montana,75-79 yrs,2007,0,11991,0,0
15677,Females,Montana,75-79 yrs,2007,0,14070,0,0
15678,Males,Montana,80-84 yrs,2007,0,8184,0,0
15679,Females,Montana,80-84 yrs,2007,0,11382,0,0
15680,Males,Montana,85+ yrs,2007,12,6506,184.45,12
15681,Females,Montana,85+ yrs,2007,0,12314,0,0
15682,Males,Nebraska,00-04 yrs,2007,0,66246,0,0
15683,Females,Nebraska,00-04 yrs,2007,0,62871,0,0
15684,Males,Nebraska,05-09 yrs,2007,0,61661,0,0
15685,Females,Nebraska,05-09 yrs,2007,0,59106,0,0
15686,Males,Nebraska,10-14 yrs,2007,0,62950,0,0
15687,Females,Nebraska,10-14 yrs,2007,0,60023,0,0
15688,Males,Nebraska,15-19 yrs,2007,0,67722,0,12
15689,Females,Nebraska,15-19 yrs,2007,0,64297,0,0
15690,Males,Nebraska,20-24 yrs,2007,0,67702,0,15
15691,Females,Nebraska,20-24 yrs,2007,0,64680,0,0
15692,Males,Nebraska,25-29 yrs,2007,0,60018,0,0
15693,Females,Nebraska,25-29 yrs,2007,0,56973,0,0
15694,Males,Nebraska,30-34 yrs,2007,0,56476,0,10
15695,Females,Nebraska,30-34 yrs,2007,0,54833,0,0
15696,Males,Nebraska,35-39 yrs,2007,0,56605,0,13
15697,Females,Nebraska,35-39 yrs,2007,0,55093,0,0
15698,Males,Nebraska,40-44 yrs,2007,0,59681,0,15
15699,Females,Nebraska,40-44 yrs,2007,0,58694,0,0
15700,Males,Nebraska,45-49 yrs,2007,0,66357,0,12
15701,Females,Nebraska,45-49 yrs,2007,0,66847,0,0
15702,Males,Nebraska,50-54 yrs,2007,0,62512,0,13
15703,Females,Nebraska,50-54 yrs,2007,0,62990,0,0
15704,Males,Nebraska,55-59 yrs,2007,0,54257,0,11
15705,Females,Nebraska,55-59 yrs,2007,0,55112,0,0
15706,Males,Nebraska,60-64 yrs,2007,0,40437,0,0
15707,Females,Nebraska,60-64 yrs,2007,0,41575,0,0
15708,Males,Nebraska,65-69 yrs,2007,0,29506,0,0
15709,Females,Nebraska,65-69 yrs,2007,0,32757,0,0
15710,Males,Nebraska,70-74 yrs,2007,0,24109,0,0
15711,Females,Nebraska,70-74 yrs,2007,0,28839,0,0
15712,Males,Nebraska,75-79 yrs,2007,0,20556,0,0
15713,Females,Nebraska,75-79 yrs,2007,0,27056,0,0
15714,Males,Nebraska,80-84 yrs,2007,0,15000,0,0
15715,Females,Nebraska,80-84 yrs,2007,0,22537,0,0
15716,Males,Nebraska,85+ yrs,2007,0,11539,0,0
15717,Females,Nebraska,85+ yrs,2007,0,25823,0,0
15718,Males,Nevada,00-04 yrs,2007,0,97275,0,0
15719,Females,Nevada,00-04 yrs,2007,0,92658,0,0
15720,Males,Nevada,05-09 yrs,2007,0,88680,0,0
15721,Females,Nevada,05-09 yrs,2007,0,84300,0,0
15722,Males,Nevada,10-14 yrs,2007,0,92544,0,0
15723,Females,Nevada,10-14 yrs,2007,0,88262,0,0
15724,Males,Nevada,15-19 yrs,2007,0,90392,0,12
15725,Females,Nevada,15-19 yrs,2007,0,84237,0,0
15726,Males,Nevada,20-24 yrs,2007,12,89377,13.43,25
15727,Females,Nevada,20-24 yrs,2007,0,83918,0,0
15728,Males,Nevada,25-29 yrs,2007,16,100845,15.87,24
15729,Females,Nevada,25-29 yrs,2007,0,96650,0,0
15730,Males,Nevada,30-34 yrs,2007,11,93513,11.76,18
15731,Females,Nevada,30-34 yrs,2007,0,87958,0,0
15732,Males,Nevada,35-39 yrs,2007,17,100978,16.84,35
15733,Females,Nevada,35-39 yrs,2007,0,94137,0,0
15734,Males,Nevada,40-44 yrs,2007,23,99279,23.17,37
15735,Females,Nevada,40-44 yrs,2007,0,91877,0,12
15736,Males,Nevada,45-49 yrs,2007,17,96313,17.65,36
15737,Females,Nevada,45-49 yrs,2007,0,91349,0,0
15738,Males,Nevada,50-54 yrs,2007,22,86624,25.4,38
15739,Females,Nevada,50-54 yrs,2007,0,87093,0,13
15740,Males,Nevada,55-59 yrs,2007,26,78202,33.25,45
15741,Females,Nevada,55-59 yrs,2007,0,80161,0,12
15742,Males,Nevada,60-64 yrs,2007,19,66060,28.76,27
15743,Females,Nevada,60-64 yrs,2007,0,67634,0,0
15744,Males,Nevada,65-69 yrs,2007,20,49499,40.4,23
15745,Females,Nevada,65-69 yrs,2007,0,50145,0,0
15746,Males,Nevada,70-74 yrs,2007,13,36315,35.8,14
15747,Females,Nevada,70-74 yrs,2007,0,37520,0,0
15748,Males,Nevada,75-79 yrs,2007,19,26085,72.84,21
15749,Females,Nevada,75-79 yrs,2007,0,28640,0,0
15750,Males,Nevada,80-84 yrs,2007,0,15691,0,0
15751,Females,Nevada,80-84 yrs,2007,0,20696,0,0
15752,Males,Nevada,85+ yrs,2007,0,9348,0,0
15753,Females,Nevada,85+ yrs,2007,0,16817,0,0
15754,Males,New Hampshire,00-04 yrs,2007,0,37613,0,0
15755,Females,New Hampshire,00-04 yrs,2007,0,36405,0,0
15756,Males,New Hampshire,05-09 yrs,2007,0,40221,0,0
15757,Females,New Hampshire,05-09 yrs,2007,0,38423,0,0
15758,Males,New Hampshire,10-14 yrs,2007,0,46206,0,0
15759,Females,New Hampshire,10-14 yrs,2007,0,43215,0,0
15760,Males,New Hampshire,15-19 yrs,2007,0,49655,0,0
15761,Females,New Hampshire,15-19 yrs,2007,0,47853,0,0
15762,Males,New Hampshire,20-24 yrs,2007,0,42547,0,0
15763,Females,New Hampshire,20-24 yrs,2007,0,40706,0,0
15764,Males,New Hampshire,25-29 yrs,2007,0,35134,0,0
15765,Females,New Hampshire,25-29 yrs,2007,0,35215,0,0
15766,Males,New Hampshire,30-34 yrs,2007,0,36321,0,0
15767,Females,New Hampshire,30-34 yrs,2007,0,36903,0,0
15768,Males,New Hampshire,35-39 yrs,2007,0,45779,0,0
15769,Females,New Hampshire,35-39 yrs,2007,0,46380,0,0
15770,Males,New Hampshire,40-44 yrs,2007,0,52747,0,14
15771,Females,New Hampshire,40-44 yrs,2007,0,54032,0,0
15772,Males,New Hampshire,45-49 yrs,2007,0,57569,0,18
15773,Females,New Hampshire,45-49 yrs,2007,0,58032,0,0
15774,Males,New Hampshire,50-54 yrs,2007,0,52006,0,18
15775,Females,New Hampshire,50-54 yrs,2007,0,52801,0,0
15776,Males,New Hampshire,55-59 yrs,2007,0,44775,0,13
15777,Females,New Hampshire,55-59 yrs,2007,0,45582,0,0
15778,Males,New Hampshire,60-64 yrs,2007,0,34786,0,13
15779,Females,New Hampshire,60-64 yrs,2007,0,35555,0,0
15780,Males,New Hampshire,65-69 yrs,2007,0,23730,0,0
15781,Females,New Hampshire,65-69 yrs,2007,0,25004,0,0
15782,Males,New Hampshire,70-74 yrs,2007,0,17710,0,0
15783,Females,New Hampshire,70-74 yrs,2007,0,20062,0,0
15784,Males,New Hampshire,75-79 yrs,2007,0,14034,0,0
15785,Females,New Hampshire,75-79 yrs,2007,0,17913,0,0
15786,Males,New Hampshire,80-84 yrs,2007,0,9511,0,0
15787,Females,New Hampshire,80-84 yrs,2007,0,14945,0,0
15788,Males,New Hampshire,85+ yrs,2007,0,7209,0,0
15789,Females,New Hampshire,85+ yrs,2007,0,15961,0,0
15790,Males,New Jersey,00-04 yrs,2007,0,281993,0,0
15791,Females,New Jersey,00-04 yrs,2007,0,269283,0,0
15792,Males,New Jersey,05-09 yrs,2007,0,285570,0,0
15793,Females,New Jersey,05-09 yrs,2007,0,272818,0,0
15794,Males,New Jersey,10-14 yrs,2007,0,306679,0,0
15795,Females,New Jersey,10-14 yrs,2007,0,292445,0,0
15796,Males,New Jersey,15-19 yrs,2007,0,310809,0,22
15797,Females,New Jersey,15-19 yrs,2007,0,291323,0,0
15798,Males,New Jersey,20-24 yrs,2007,0,267569,0,37
15799,Females,New Jersey,20-24 yrs,2007,0,251072,0,13
15800,Males,New Jersey,25-29 yrs,2007,12,272156,4.41,38
15801,Females,New Jersey,25-29 yrs,2007,0,268721,0,0
15802,Males,New Jersey,30-34 yrs,2007,0,271929,0,38
15803,Females,New Jersey,30-34 yrs,2007,0,275801,0,0
15804,Males,New Jersey,35-39 yrs,2007,16,309986,5.16,48
15805,Females,New Jersey,35-39 yrs,2007,0,321771,0,12
15806,Males,New Jersey,40-44 yrs,2007,13,339350,3.83,48
15807,Females,New Jersey,40-44 yrs,2007,0,353824,0,18
15808,Males,New Jersey,45-49 yrs,2007,13,345538,3.76,46
15809,Females,New Jersey,45-49 yrs,2007,0,359638,0,16
15810,Males,New Jersey,50-54 yrs,2007,13,305374,4.26,52
15811,Females,New Jersey,50-54 yrs,2007,0,322976,0,16
15812,Males,New Jersey,55-59 yrs,2007,11,254864,4.32,30
15813,Females,New Jersey,55-59 yrs,2007,0,278426,0,13
15814,Males,New Jersey,60-64 yrs,2007,15,204229,7.34,35
15815,Females,New Jersey,60-64 yrs,2007,0,228222,0,0
15816,Males,New Jersey,65-69 yrs,2007,0,143722,0,19
15817,Females,New Jersey,65-69 yrs,2007,0,169801,0,0
15818,Males,New Jersey,70-74 yrs,2007,0,110606,0,14
15819,Females,New Jersey,70-74 yrs,2007,0,140680,0,0
15820,Males,New Jersey,75-79 yrs,2007,13,94052,13.82,19
15821,Females,New Jersey,75-79 yrs,2007,0,132637,0,0
15822,Males,New Jersey,80-84 yrs,2007,0,67949,0,11
15823,Females,New Jersey,80-84 yrs,2007,0,112337,0,0
15824,Males,New Jersey,85+ yrs,2007,11,50362,21.84,14
15825,Females,New Jersey,85+ yrs,2007,0,113373,0,0
15826,Males,New Mexico,00-04 yrs,2007,0,72320,0,0
15827,Females,New Mexico,00-04 yrs,2007,0,70174,0,0
15828,Males,New Mexico,05-09 yrs,2007,0,67889,0,0
15829,Females,New Mexico,05-09 yrs,2007,0,65463,0,0
15830,Males,New Mexico,10-14 yrs,2007,0,71792,0,0
15831,Females,New Mexico,10-14 yrs,2007,0,69350,0,0
15832,Males,New Mexico,15-19 yrs,2007,15,77366,19.39,26
15833,Females,New Mexico,15-19 yrs,2007,0,73811,0,0
15834,Males,New Mexico,20-24 yrs,2007,15,73906,20.3,25
15835,Females,New Mexico,20-24 yrs,2007,0,68569,0,0
15836,Males,New Mexico,25-29 yrs,2007,12,68247,17.58,25
15837,Females,New Mexico,25-29 yrs,2007,0,66683,0,0
15838,Males,New Mexico,30-34 yrs,2007,0,59397,0,20
15839,Females,New Mexico,30-34 yrs,2007,0,58413,0,0
15840,Males,New Mexico,35-39 yrs,2007,10,61197,16.34,24
15841,Females,New Mexico,35-39 yrs,2007,0,62626,0,0
15842,Males,New Mexico,40-44 yrs,2007,14,65777,21.28,39
15843,Females,New Mexico,40-44 yrs,2007,0,67484,0,13
15844,Males,New Mexico,45-49 yrs,2007,16,72190,22.16,37
15845,Females,New Mexico,45-49 yrs,2007,0,74578,0,0
15846,Males,New Mexico,50-54 yrs,2007,10,68319,14.64,29
15847,Females,New Mexico,50-54 yrs,2007,0,72835,0,16
15848,Males,New Mexico,55-59 yrs,2007,13,62424,20.83,23
15849,Females,New Mexico,55-59 yrs,2007,0,66676,0,0
15850,Males,New Mexico,60-64 yrs,2007,12,49238,24.37,21
15851,Females,New Mexico,60-64 yrs,2007,0,52573,0,0
15852,Males,New Mexico,65-69 yrs,2007,13,36769,35.36,16
15853,Females,New Mexico,65-69 yrs,2007,0,40651,0,0
15854,Males,New Mexico,70-74 yrs,2007,0,28818,0,0
15855,Females,New Mexico,70-74 yrs,2007,0,32324,0,0
15856,Males,New Mexico,75-79 yrs,2007,10,22040,45.37,13
15857,Females,New Mexico,75-79 yrs,2007,0,26693,0,0
15858,Males,New Mexico,80-84 yrs,2007,0,14374,0,0
15859,Females,New Mexico,80-84 yrs,2007,0,20195,0,0
15860,Males,New Mexico,85+ yrs,2007,10,10085,99.16,11
15861,Females,New Mexico,85+ yrs,2007,0,18824,0,0
15862,Males,New York,00-04 yrs,2007,0,591548,0,0
15863,Females,New York,00-04 yrs,2007,0,565473,0,0
15864,Males,New York,05-09 yrs,2007,0,589825,0,0
15865,Females,New York,05-09 yrs,2007,0,565058,0,0
15866,Males,New York,10-14 yrs,2007,0,647308,0,0
15867,Females,New York,10-14 yrs,2007,0,618536,0,0
15868,Males,New York,15-19 yrs,2007,12,711166,1.69,42
15869,Females,New York,15-19 yrs,2007,0,676622,0,10
15870,Males,New York,20-24 yrs,2007,24,679502,3.53,80
15871,Females,New York,20-24 yrs,2007,0,664639,0,17
15872,Males,New York,25-29 yrs,2007,25,658940,3.79,92
15873,Females,New York,25-29 yrs,2007,0,676978,0,27
15874,Males,New York,30-34 yrs,2007,21,602755,3.48,71
15875,Females,New York,30-34 yrs,2007,0,626341,0,22
15876,Males,New York,35-39 yrs,2007,23,663703,3.47,81
15877,Females,New York,35-39 yrs,2007,0,689503,0,25
15878,Males,New York,40-44 yrs,2007,49,704227,6.96,140
15879,Females,New York,40-44 yrs,2007,0,734997,0,35
15880,Males,New York,45-49 yrs,2007,46,715846,6.43,122
15881,Females,New York,45-49 yrs,2007,0,753120,0,31
15882,Males,New York,50-54 yrs,2007,38,649472,5.85,113
15883,Females,New York,50-54 yrs,2007,0,695359,0,36
15884,Males,New York,55-59 yrs,2007,40,564370,7.09,85
15885,Females,New York,55-59 yrs,2007,0,623115,0,39
15886,Males,New York,60-64 yrs,2007,22,440810,4.99,61
15887,Females,New York,60-64 yrs,2007,0,505574,0,24
15888,Males,New York,65-69 yrs,2007,27,318039,8.49,48
15889,Females,New York,65-69 yrs,2007,0,381999,0,18
15890,Males,New York,70-74 yrs,2007,16,248595,6.44,29
15891,Females,New York,70-74 yrs,2007,0,317508,0,17
15892,Males,New York,75-79 yrs,2007,29,205984,14.08,43
15893,Females,New York,75-79 yrs,2007,0,289456,0,12
15894,Males,New York,80-84 yrs,2007,16,148024,10.81,31
15895,Females,New York,80-84 yrs,2007,0,244877,0,0
15896,Males,New York,85+ yrs,2007,17,110711,15.36,25
15897,Females,New York,85+ yrs,2007,0,252355,0,0
15898,Males,North Carolina,00-04 yrs,2007,0,315288,0,0
15899,Females,North Carolina,00-04 yrs,2007,0,301657,0,0
15900,Males,North Carolina,05-09 yrs,2007,0,310138,0,0
15901,Females,North Carolina,05-09 yrs,2007,0,296792,0,0
15902,Males,North Carolina,10-14 yrs,2007,0,312251,0,0
15903,Females,North Carolina,10-14 yrs,2007,0,297814,0,0
15904,Males,North Carolina,15-19 yrs,2007,16,331755,4.82,33
15905,Females,North Carolina,15-19 yrs,2007,0,314470,0,0
15906,Males,North Carolina,20-24 yrs,2007,43,317865,13.53,64
15907,Females,North Carolina,20-24 yrs,2007,0,304871,0,14
15908,Males,North Carolina,25-29 yrs,2007,31,289065,10.72,60
15909,Females,North Carolina,25-29 yrs,2007,0,305879,0,13
15910,Males,North Carolina,30-34 yrs,2007,33,302120,10.92,63
15911,Females,North Carolina,30-34 yrs,2007,0,304586,0,18
15912,Males,North Carolina,35-39 yrs,2007,37,332139,11.14,76
15913,Females,North Carolina,35-39 yrs,2007,12,338722,3.54,33
15914,Males,North Carolina,40-44 yrs,2007,42,330471,12.71,93
15915,Females,North Carolina,40-44 yrs,2007,19,341490,5.56,34
15916,Males,North Carolina,45-49 yrs,2007,46,332278,13.84,84
15917,Females,North Carolina,45-49 yrs,2007,12,346841,3.46,33
15918,Males,North Carolina,50-54 yrs,2007,48,303176,15.83,74
15919,Females,North Carolina,50-54 yrs,2007,0,325804,0,23
15920,Males,North Carolina,55-59 yrs,2007,54,271620,19.88,79
15921,Females,North Carolina,55-59 yrs,2007,11,296525,3.71,31
15922,Males,North Carolina,60-64 yrs,2007,36,220885,16.3,47
15923,Females,North Carolina,60-64 yrs,2007,0,244246,0,12
15924,Males,North Carolina,65-69 yrs,2007,26,161427,16.11,30
15925,Females,North Carolina,65-69 yrs,2007,0,186247,0,13
15926,Males,North Carolina,70-74 yrs,2007,34,122410,27.78,41
15927,Females,North Carolina,70-74 yrs,2007,0,151103,0,12
15928,Males,North Carolina,75-79 yrs,2007,32,90676,35.29,35
15929,Females,North Carolina,75-79 yrs,2007,0,126826,0,0
15930,Males,North Carolina,80-84 yrs,2007,20,59045,33.87,21
15931,Females,North Carolina,80-84 yrs,2007,0,99268,0,0
15932,Males,North Carolina,85+ yrs,2007,12,38115,31.48,14
15933,Females,North Carolina,85+ yrs,2007,0,94172,0,0
15934,Males,North Dakota,00-04 yrs,2007,0,21140,0,0
15935,Females,North Dakota,00-04 yrs,2007,0,19883,0,0
15936,Males,North Dakota,05-09 yrs,2007,0,19651,0,0
15937,Females,North Dakota,05-09 yrs,2007,0,18653,0,0
15938,Males,North Dakota,10-14 yrs,2007,0,20952,0,0
15939,Females,North Dakota,10-14 yrs,2007,0,20026,0,0
15940,Males,North Dakota,15-19 yrs,2007,0,25773,0,0
15941,Females,North Dakota,15-19 yrs,2007,0,23798,0,0
15942,Males,North Dakota,20-24 yrs,2007,0,32371,0,0
15943,Females,North Dakota,20-24 yrs,2007,0,27974,0,0
15944,Males,North Dakota,25-29 yrs,2007,0,22433,0,12
15945,Females,North Dakota,25-29 yrs,2007,0,19671,0,0
15946,Males,North Dakota,30-34 yrs,2007,0,19556,0,0
15947,Females,North Dakota,30-34 yrs,2007,0,18156,0,0
15948,Males,North Dakota,35-39 yrs,2007,0,19242,0,0
15949,Females,North Dakota,35-39 yrs,2007,0,17925,0,0
15950,Males,North Dakota,40-44 yrs,2007,0,20833,0,0
15951,Females,North Dakota,40-44 yrs,2007,0,20645,0,0
15952,Males,North Dakota,45-49 yrs,2007,0,24625,0,0
15953,Females,North Dakota,45-49 yrs,2007,0,24281,0,0
15954,Males,North Dakota,50-54 yrs,2007,0,24871,0,0
15955,Females,North Dakota,50-54 yrs,2007,0,23910,0,0
15956,Males,North Dakota,55-59 yrs,2007,0,21171,0,0
15957,Females,North Dakota,55-59 yrs,2007,0,19640,0,0
15958,Males,North Dakota,60-64 yrs,2007,0,15545,0,0
15959,Females,North Dakota,60-64 yrs,2007,0,15369,0,0
15960,Males,North Dakota,65-69 yrs,2007,0,11428,0,0
15961,Females,North Dakota,65-69 yrs,2007,0,12161,0,0
15962,Males,North Dakota,70-74 yrs,2007,0,9554,0,0
15963,Females,North Dakota,70-74 yrs,2007,0,11307,0,0
15964,Males,North Dakota,75-79 yrs,2007,0,8268,0,0
15965,Females,North Dakota,75-79 yrs,2007,0,10750,0,0
15966,Males,North Dakota,80-84 yrs,2007,0,6226,0,0
15967,Females,North Dakota,80-84 yrs,2007,0,8967,0,0
15968,Males,North Dakota,85+ yrs,2007,0,5117,0,0
15969,Females,North Dakota,85+ yrs,2007,0,10950,0,0
15970,Males,Ohio,00-04 yrs,2007,0,372508,0,0
15971,Females,Ohio,00-04 yrs,2007,0,355501,0,0
15972,Males,Ohio,05-09 yrs,2007,0,385242,0,0
15973,Females,Ohio,05-09 yrs,2007,0,369809,0,0
15974,Males,Ohio,10-14 yrs,2007,0,406706,0,0
15975,Females,Ohio,10-14 yrs,2007,0,388397,0,0
15976,Males,Ohio,15-19 yrs,2007,26,430615,6.04,53
15977,Females,Ohio,15-19 yrs,2007,0,410034,0,12
15978,Males,Ohio,20-24 yrs,2007,53,379703,13.96,94
15979,Females,Ohio,20-24 yrs,2007,0,373170,0,11
15980,Males,Ohio,25-29 yrs,2007,41,370148,11.08,83
15981,Females,Ohio,25-29 yrs,2007,0,375706,0,17
15982,Males,Ohio,30-34 yrs,2007,31,332864,9.31,82
15983,Females,Ohio,30-34 yrs,2007,0,335711,0,16
15984,Males,Ohio,35-39 yrs,2007,43,383924,11.2,97
15985,Females,Ohio,35-39 yrs,2007,0,387199,0,13
15986,Males,Ohio,40-44 yrs,2007,59,402670,14.65,120
15987,Females,Ohio,40-44 yrs,2007,12,411983,2.91,28
15988,Males,Ohio,45-49 yrs,2007,56,440107,12.72,116
15989,Females,Ohio,45-49 yrs,2007,11,455897,2.41,29
15990,Males,Ohio,50-54 yrs,2007,64,417219,15.34,111
15991,Females,Ohio,50-54 yrs,2007,0,434549,0,32
15992,Males,Ohio,55-59 yrs,2007,57,362170,15.74,92
15993,Females,Ohio,55-59 yrs,2007,0,383177,0,31
15994,Males,Ohio,60-64 yrs,2007,39,275557,14.15,54
15995,Females,Ohio,60-64 yrs,2007,0,298789,0,18
15996,Males,Ohio,65-69 yrs,2007,41,203256,20.17,51
15997,Females,Ohio,65-69 yrs,2007,0,235932,0,0
15998,Males,Ohio,70-74 yrs,2007,15,158135,9.49,21
15999,Females,Ohio,70-74 yrs,2007,0,195308,0,0
16000,Males,Ohio,75-79 yrs,2007,31,130895,23.68,35
16001,Females,Ohio,75-79 yrs,2007,0,180175,0,0
16002,Males,Ohio,80-84 yrs,2007,22,93382,23.56,26
16003,Females,Ohio,80-84 yrs,2007,0,151770,0,0
16004,Males,Ohio,85+ yrs,2007,16,64402,24.84,22
16005,Females,Ohio,85+ yrs,2007,0,147858,0,0
