,Sex,State,Age Group,Year,Deaths_x,Population,Crude Rate,Deaths_y
6813,Males,Ohio,75-79 yrs,2002,31,133382,23.24,39
6814,Females,Ohio,75-79 yrs,2002,0,193384,0,12
6815,Males,Ohio,80-84 yrs,2002,36,83672,43.03,47
6816,Females,Ohio,80-84 yrs,2002,0,145072,0,0
6817,Males,Ohio,85+ yrs,2002,23,51240,44.89,33
6818,Females,Ohio,85+ yrs,2002,0,131745,0,0
6819,Males,Oklahoma,00-04 yrs,2002,0,123368,0,0
6820,Females,Oklahoma,00-04 yrs,2002,0,117174,0,0
6821,Males,Oklahoma,05-09 yrs,2002,0,120534,0,0
6822,Females,Oklahoma,05-09 yrs,2002,0,114375,0,0
6823,Males,Oklahoma,10-14 yrs,2002,0,129290,0,0
6824,Females,Oklahoma,10-14 yrs,2002,0,124469,0,0
6825,Males,Oklahoma,15-19 yrs,2002,17,138359,12.29,26
6826,Females,Oklahoma,15-19 yrs,2002,0,127555,0,0
6827,Males,Oklahoma,20-24 yrs,2002,26,138429,18.78,37
6828,Females,Oklahoma,20-24 yrs,2002,0,128927,0,0
6829,Males,Oklahoma,25-29 yrs,2002,18,112394,16.02,38
6830,Females,Oklahoma,25-29 yrs,2002,0,106966,0,0
6831,Males,Oklahoma,30-34 yrs,2002,18,115698,15.56,26
6832,Females,Oklahoma,30-34 yrs,2002,0,112563,0,0
6833,Males,Oklahoma,35-39 yrs,2002,23,119477,19.25,45
6834,Females,Oklahoma,35-39 yrs,2002,0,118724,0,12
6835,Males,Oklahoma,40-44 yrs,2002,18,132209,13.61,33
6836,Females,Oklahoma,40-44 yrs,2002,0,133757,0,14
6837,Males,Oklahoma,45-49 yrs,2002,26,125338,20.74,43
6838,Females,Oklahoma,45-49 yrs,2002,0,127460,0,20
6839,Males,Oklahoma,50-54 yrs,2002,18,109435,16.45,30
6840,Females,Oklahoma,50-54 yrs,2002,0,113979,0,12
6841,Males,Oklahoma,55-59 yrs,2002,18,91957,19.57,25
6842,Females,Oklahoma,55-59 yrs,2002,0,97577,0,0
6843,Males,Oklahoma,60-64 yrs,2002,18,72095,24.97,19
6844,Females,Oklahoma,60-64 yrs,2002,0,79186,0,0
6845,Males,Oklahoma,65-69 yrs,2002,13,60587,21.46,16
6846,Females,Oklahoma,65-69 yrs,2002,0,69369,0,0
6847,Males,Oklahoma,70-74 yrs,2002,14,50508,27.72,15
6848,Females,Oklahoma,70-74 yrs,2002,0,62191,0,0
6849,Males,Oklahoma,75-79 yrs,2002,13,39724,32.73,15
6850,Females,Oklahoma,75-79 yrs,2002,0,54483,0,0
6851,Males,Oklahoma,80-84 yrs,2002,13,24852,52.31,15
6852,Females,Oklahoma,80-84 yrs,2002,0,40636,0,0
6853,Males,Oklahoma,85+ yrs,2002,0,15746,0,0
6854,Females,Oklahoma,85+ yrs,2002,0,39689,0,0
6855,Males,Oregon,00-04 yrs,2002,0,114954,0,0
6856,Females,Oregon,00-04 yrs,2002,0,109895,0,0
6857,Males,Oregon,05-09 yrs,2002,0,117345,0,0
6858,Females,Oregon,05-09 yrs,2002,0,111747,0,0
6859,Males,Oregon,10-14 yrs,2002,0,127189,0,0
6860,Females,Oregon,10-14 yrs,2002,0,120923,0,0
6861,Males,Oregon,15-19 yrs,2002,11,127326,8.64,16
6862,Females,Oregon,15-19 yrs,2002,0,119738,0,0
6863,Males,Oregon,20-24 yrs,2002,23,125354,18.35,37
6864,Females,Oregon,20-24 yrs,2002,0,121234,0,0
6865,Males,Oregon,25-29 yrs,2002,13,118544,10.97,29
6866,Females,Oregon,25-29 yrs,2002,0,112158,0,0
6867,Males,Oregon,30-34 yrs,2002,15,128111,11.71,36
6868,Females,Oregon,30-34 yrs,2002,0,119469,0,0
6869,Males,Oregon,35-39 yrs,2002,16,123804,12.92,34
6870,Females,Oregon,35-39 yrs,2002,0,120139,0,0
6871,Males,Oregon,40-44 yrs,2002,32,133912,23.9,52
6872,Females,Oregon,40-44 yrs,2002,0,135685,0,11
6873,Males,Oregon,45-49 yrs,2002,17,137084,12.4,49
6874,Females,Oregon,45-49 yrs,2002,0,140308,0,18
6875,Males,Oregon,50-54 yrs,2002,25,126699,19.73,45
6876,Females,Oregon,50-54 yrs,2002,0,128685,0,12
6877,Males,Oregon,55-59 yrs,2002,14,98557,14.2,20
6878,Females,Oregon,55-59 yrs,2002,0,101051,0,0
6879,Males,Oregon,60-64 yrs,2002,14,71068,19.7,18
6880,Females,Oregon,60-64 yrs,2002,0,74470,0,0
6881,Males,Oregon,65-69 yrs,2002,11,55504,19.82,14
6882,Females,Oregon,65-69 yrs,2002,0,60615,0,0
6883,Males,Oregon,70-74 yrs,2002,14,48121,29.09,19
6884,Females,Oregon,70-74 yrs,2002,0,57053,0,0
6885,Males,Oregon,75-79 yrs,2002,22,40730,54.01,26
6886,Females,Oregon,75-79 yrs,2002,0,54087,0,0
6887,Males,Oregon,80-84 yrs,2002,12,28664,41.86,16
6888,Females,Oregon,80-84 yrs,2002,0,42701,0,0
6889,Males,Oregon,85+ yrs,2002,17,19332,87.94,20
6890,Females,Oregon,85+ yrs,2002,0,41168,0,0
6891,Males,Pennsylvania,00-04 yrs,2002,0,366746,0,0
6892,Females,Pennsylvania,00-04 yrs,2002,0,350954,0,0
6893,Males,Pennsylvania,05-09 yrs,2002,0,401877,0,0
6894,Females,Pennsylvania,05-09 yrs,2002,0,383003,0,0
6895,Males,Pennsylvania,10-14 yrs,2002,0,449533,0,12
6896,Females,Pennsylvania,10-14 yrs,2002,0,426922,0,0
6897,Males,Pennsylvania,15-19 yrs,2002,27,444023,6.08,61
6898,Females,Pennsylvania,15-19 yrs,2002,0,424331,0,12
6899,Males,Pennsylvania,20-24 yrs,2002,52,394990,13.16,96
6900,Females,Pennsylvania,20-24 yrs,2002,0,392907,0,15
6901,Males,Pennsylvania,25-29 yrs,2002,51,345039,14.78,77
6902,Females,Pennsylvania,25-29 yrs,2002,0,345422,0,17
6903,Males,Pennsylvania,30-34 yrs,2002,45,400356,11.24,91
6904,Females,Pennsylvania,30-34 yrs,2002,0,403137,0,13
6905,Males,Pennsylvania,35-39 yrs,2002,64,441530,14.5,120
6906,Females,Pennsylvania,35-39 yrs,2002,0,453532,0,27
6907,Males,Pennsylvania,40-44 yrs,2002,75,489340,15.33,151
6908,Females,Pennsylvania,40-44 yrs,2002,11,503394,2.19,29
6909,Males,Pennsylvania,45-49 yrs,2002,62,469501,13.21,116
6910,Females,Pennsylvania,45-49 yrs,2002,0,481749,0,32
6911,Males,Pennsylvania,50-54 yrs,2002,49,412874,11.87,86
6912,Females,Pennsylvania,50-54 yrs,2002,12,428614,2.8,34
6913,Males,Pennsylvania,55-59 yrs,2002,47,331525,14.18,76
6914,Females,Pennsylvania,55-59 yrs,2002,0,354066,0,15
6915,Males,Pennsylvania,60-64 yrs,2002,33,252862,13.05,51
6916,Females,Pennsylvania,60-64 yrs,2002,0,281075,0,11
6917,Males,Pennsylvania,65-69 yrs,2002,25,213139,11.73,35
6918,Females,Pennsylvania,65-69 yrs,2002,0,252434,0,0
6919,Males,Pennsylvania,70-74 yrs,2002,35,202628,17.27,41
6920,Females,Pennsylvania,70-74 yrs,2002,0,262782,0,0
6921,Males,Pennsylvania,75-79 yrs,2002,30,170502,17.6,39
6922,Females,Pennsylvania,75-79 yrs,2002,0,249007,0,0
6923,Males,Pennsylvania,80-84 yrs,2002,23,111391,20.65,35
6924,Females,Pennsylvania,80-84 yrs,2002,0,194159,0,0
6925,Males,Pennsylvania,85+ yrs,2002,12,69343,17.31,19
6926,Females,Pennsylvania,85+ yrs,2002,0,176344,0,0
6927,Males,Rhode Island,00-04 yrs,2002,0,32401,0,0
6928,Females,Rhode Island,00-04 yrs,2002,0,30971,0,0
6929,Males,Rhode Island,05-09 yrs,2002,0,35148,0,0
6930,Females,Rhode Island,05-09 yrs,2002,0,33578,0,0
6931,Males,Rhode Island,10-14 yrs,2002,0,38199,0,0
6932,Females,Rhode Island,10-14 yrs,2002,0,36174,0,0
6933,Males,Rhode Island,15-19 yrs,2002,0,39425,0,0
6934,Females,Rhode Island,15-19 yrs,2002,0,38242,0,0
6935,Males,Rhode Island,20-24 yrs,2002,0,38362,0,0
6936,Females,Rhode Island,20-24 yrs,2002,0,38946,0,0
6937,Males,Rhode Island,25-29 yrs,2002,0,31048,0,0
6938,Females,Rhode Island,25-29 yrs,2002,0,31625,0,0
6939,Males,Rhode Island,30-34 yrs,2002,0,35663,0,0
6940,Females,Rhode Island,30-34 yrs,2002,0,37883,0,0
6941,Males,Rhode Island,35-39 yrs,2002,0,39974,0,0
6942,Females,Rhode Island,35-39 yrs,2002,0,41850,0,0
6943,Males,Rhode Island,40-44 yrs,2002,0,42476,0,0
6944,Females,Rhode Island,40-44 yrs,2002,0,44297,0,0
6945,Males,Rhode Island,45-49 yrs,2002,0,39057,0,0
6946,Females,Rhode Island,45-49 yrs,2002,0,41290,0,0
6947,Males,Rhode Island,50-54 yrs,2002,0,34178,0,0
6948,Females,Rhode Island,50-54 yrs,2002,0,35694,0,0
6949,Males,Rhode Island,55-59 yrs,2002,0,27842,0,0
6950,Females,Rhode Island,55-59 yrs,2002,0,29527,0,0
6951,Males,Rhode Island,60-64 yrs,2002,0,19485,0,0
6952,Females,Rhode Island,60-64 yrs,2002,0,21833,0,0
6953,Males,Rhode Island,65-69 yrs,2002,0,15923,0,0
6954,Females,Rhode Island,65-69 yrs,2002,0,19082,0,0
6955,Males,Rhode Island,70-74 yrs,2002,0,15084,0,0
6956,Females,Rhode Island,70-74 yrs,2002,0,19935,0,0
6957,Males,Rhode Island,75-79 yrs,2002,0,13541,0,0
6958,Females,Rhode Island,75-79 yrs,2002,0,20048,0,0
6959,Males,Rhode Island,80-84 yrs,2002,0,9224,0,0
6960,Females,Rhode Island,80-84 yrs,2002,0,16094,0,0
6961,Males,Rhode Island,85+ yrs,2002,0,5875,0,0
6962,Females,Rhode Island,85+ yrs,2002,0,16021,0,0
6963,Males,South Carolina,00-04 yrs,2002,0,139278,0,0
6964,Females,South Carolina,00-04 yrs,2002,0,132889,0,0
6965,Males,South Carolina,05-09 yrs,2002,0,139864,0,0
6966,Females,South Carolina,05-09 yrs,2002,0,133217,0,0
6967,Males,South Carolina,10-14 yrs,2002,0,153805,0,0
6968,Females,South Carolina,10-14 yrs,2002,0,148202,0,0
6969,Males,South Carolina,15-19 yrs,2002,0,153637,0,11
6970,Females,South Carolina,15-19 yrs,2002,0,144279,0,0
6971,Males,South Carolina,20-24 yrs,2002,26,150042,17.33,32
6972,Females,South Carolina,20-24 yrs,2002,0,148290,0,0
6973,Males,South Carolina,25-29 yrs,2002,18,132402,13.59,28
6974,Females,South Carolina,25-29 yrs,2002,0,132767,0,0
6975,Males,South Carolina,30-34 yrs,2002,16,142489,11.23,32
6976,Females,South Carolina,30-34 yrs,2002,0,144211,0,0
6977,Males,South Carolina,35-39 yrs,2002,31,148377,20.89,39
6978,Females,South Carolina,35-39 yrs,2002,0,153879,0,0
6979,Males,South Carolina,40-44 yrs,2002,35,154380,22.67,57
6980,Females,South Carolina,40-44 yrs,2002,0,161573,0,11
6981,Males,South Carolina,45-49 yrs,2002,16,145638,10.99,30
6982,Females,South Carolina,45-49 yrs,2002,0,156573,0,0
6983,Males,South Carolina,50-54 yrs,2002,21,133969,15.68,27
6984,Females,South Carolina,50-54 yrs,2002,0,143498,0,0
6985,Males,South Carolina,55-59 yrs,2002,24,112179,21.39,29
6986,Females,South Carolina,55-59 yrs,2002,0,121371,0,0
6987,Males,South Carolina,60-64 yrs,2002,0,85636,0,10
6988,Females,South Carolina,60-64 yrs,2002,0,94873,0,0
6989,Males,South Carolina,65-69 yrs,2002,17,69813,24.35,18
6990,Females,South Carolina,65-69 yrs,2002,0,81553,0,0
6991,Males,South Carolina,70-74 yrs,2002,12,55350,21.68,14
6992,Females,South Carolina,70-74 yrs,2002,0,70090,0,0
6993,Males,South Carolina,75-79 yrs,2002,15,41092,36.5,18
6994,Females,South Carolina,75-79 yrs,2002,0,61264,0,0
6995,Males,South Carolina,80-84 yrs,2002,10,24813,40.3,10
6996,Females,South Carolina,80-84 yrs,2002,0,44291,0,0
6997,Males,South Carolina,85+ yrs,2002,0,13962,0,0
6998,Females,South Carolina,85+ yrs,2002,0,38249,0,0
6999,Males,South Dakota,00-04 yrs,2002,0,25961,0,0
7000,Females,South Dakota,00-04 yrs,2002,0,24901,0,0
7001,Males,South Dakota,05-09 yrs,2002,0,27023,0,0
7002,Females,South Dakota,05-09 yrs,2002,0,25631,0,0
7003,Males,South Dakota,10-14 yrs,2002,0,29745,0,0
7004,Females,South Dakota,10-14 yrs,2002,0,28357,0,0
7005,Males,South Dakota,15-19 yrs,2002,0,32209,0,0
7006,Females,South Dakota,15-19 yrs,2002,0,30248,0,0
7007,Males,South Dakota,20-24 yrs,2002,0,28866,0,0
7008,Females,South Dakota,20-24 yrs,2002,0,26966,0,0
7009,Males,South Dakota,25-29 yrs,2002,0,22502,0,0
7010,Females,South Dakota,25-29 yrs,2002,0,21220,0,0
7011,Males,South Dakota,30-34 yrs,2002,0,23213,0,0
7012,Females,South Dakota,30-34 yrs,2002,0,22549,0,0
7013,Males,South Dakota,35-39 yrs,2002,0,26022,0,0
7014,Females,South Dakota,35-39 yrs,2002,0,25373,0,0
7015,Males,South Dakota,40-44 yrs,2002,0,29447,0,0
7016,Females,South Dakota,40-44 yrs,2002,0,29226,0,0
7017,Males,South Dakota,45-49 yrs,2002,0,28670,0,0
7018,Females,South Dakota,45-49 yrs,2002,0,27914,0,0
7019,Males,South Dakota,50-54 yrs,2002,0,24844,0,0
7020,Females,South Dakota,50-54 yrs,2002,0,23859,0,0
7021,Males,South Dakota,55-59 yrs,2002,0,18778,0,0
7022,Females,South Dakota,55-59 yrs,2002,0,18657,0,0
7023,Males,South Dakota,60-64 yrs,2002,0,14594,0,0
7024,Females,South Dakota,60-64 yrs,2002,0,15234,0,0
7025,Males,South Dakota,65-69 yrs,2002,0,12593,0,0
7026,Females,South Dakota,65-69 yrs,2002,0,13876,0,0
7027,Males,South Dakota,70-74 yrs,2002,0,11666,0,0
7028,Females,South Dakota,70-74 yrs,2002,0,13854,0,0
7029,Males,South Dakota,75-79 yrs,2002,0,9963,0,0
7030,Females,South Dakota,75-79 yrs,2002,0,12485,0,0
7031,Males,South Dakota,80-84 yrs,2002,0,6692,0,0
7032,Females,South Dakota,80-84 yrs,2002,0,10406,0,0
7033,Males,South Dakota,85+ yrs,2002,0,4904,0,0
7034,Females,South Dakota,85+ yrs,2002,0,11572,0,0
7035,Males,Tennessee,00-04 yrs,2002,0,195043,0,0
7036,Females,Tennessee,00-04 yrs,2002,0,186150,0,0
7037,Males,Tennessee,05-09 yrs,2002,0,198027,0,0
7038,Females,Tennessee,05-09 yrs,2002,0,187695,0,0
7039,Males,Tennessee,10-14 yrs,2002,0,210944,0,0
7040,Females,Tennessee,10-14 yrs,2002,0,199731,0,0
7041,Males,Tennessee,15-19 yrs,2002,20,202146,9.89,30
7042,Females,Tennessee,15-19 yrs,2002,0,191120,0,0
7043,Males,Tennessee,20-24 yrs,2002,23,206097,11.16,37
7044,Females,Tennessee,20-24 yrs,2002,0,205646,0,0
7045,Males,Tennessee,25-29 yrs,2002,35,190384,18.38,58
7046,Females,Tennessee,25-29 yrs,2002,0,189123,0,14
7047,Males,Tennessee,30-34 yrs,2002,38,208299,18.24,65
7048,Females,Tennessee,30-34 yrs,2002,0,207995,0,18
7049,Males,Tennessee,35-39 yrs,2002,38,215196,17.66,53
7050,Females,Tennessee,35-39 yrs,2002,13,220666,5.89,27
7051,Males,Tennessee,40-44 yrs,2002,46,222025,20.72,72
7052,Females,Tennessee,40-44 yrs,2002,13,231351,5.62,26
7053,Males,Tennessee,45-49 yrs,2002,29,210790,13.76,57
7054,Females,Tennessee,45-49 yrs,2002,10,222282,4.5,19
7055,Males,Tennessee,50-54 yrs,2002,41,192370,21.31,53
7056,Females,Tennessee,50-54 yrs,2002,0,201715,0,17
7057,Males,Tennessee,55-59 yrs,2002,32,159200,20.1,35
7058,Females,Tennessee,55-59 yrs,2002,0,168049,0,14
7059,Males,Tennessee,60-64 yrs,2002,28,122158,22.92,30
7060,Females,Tennessee,60-64 yrs,2002,0,134179,0,0
7061,Males,Tennessee,65-69 yrs,2002,29,97010,29.89,34
7062,Females,Tennessee,65-69 yrs,2002,0,113763,0,0
7063,Males,Tennessee,70-74 yrs,2002,26,78452,33.14,29
7064,Females,Tennessee,70-74 yrs,2002,0,100484,0,0
7065,Males,Tennessee,75-79 yrs,2002,26,58330,44.57,27
7066,Females,Tennessee,75-79 yrs,2002,0,87412,0,0
7067,Males,Tennessee,80-84 yrs,2002,20,35285,56.68,21
7068,Females,Tennessee,80-84 yrs,2002,0,64781,0,0
7069,Males,Tennessee,85+ yrs,2002,0,22289,0,10
7070,Females,Tennessee,85+ yrs,2002,0,59731,0,0
7071,Males,Tennessee,Unknown yrs,2002,0,.,0,0
7072,Males,Texas,00-04 yrs,2002,0,875024,0,0
7073,Females,Texas,00-04 yrs,2002,0,836008,0,0
7074,Males,Texas,05-09 yrs,2002,0,836997,0,0
7075,Females,Texas,05-09 yrs,2002,0,802047,0,0
7076,Males,Texas,10-14 yrs,2002,0,869866,0,16
7077,Females,Texas,10-14 yrs,2002,0,831884,0,0
7078,Males,Texas,15-19 yrs,2002,58,872355,6.65,125
7079,Females,Texas,15-19 yrs,2002,0,806897,0,24
7080,Males,Texas,20-24 yrs,2002,86,862352,9.97,147
7081,Females,Texas,20-24 yrs,2002,0,807313,0,26
7082,Males,Texas,25-29 yrs,2002,86,801781,10.73,161
7083,Females,Texas,25-29 yrs,2002,13,774359,1.68,32
7084,Males,Texas,30-34 yrs,2002,81,830843,9.75,166
7085,Females,Texas,30-34 yrs,2002,15,812665,1.85,44
7086,Males,Texas,35-39 yrs,2002,96,824582,11.64,181
7087,Females,Texas,35-39 yrs,2002,25,814988,3.07,64
7088,Males,Texas,40-44 yrs,2002,115,848170,13.56,202
7089,Females,Texas,40-44 yrs,2002,25,845297,2.96,83
7090,Males,Texas,45-49 yrs,2002,116,759370,15.28,176
7091,Females,Texas,45-49 yrs,2002,22,770144,2.86,66
7092,Males,Texas,50-54 yrs,2002,95,635997,14.94,145
7093,Females,Texas,50-54 yrs,2002,17,658262,2.58,50
7094,Males,Texas,55-59 yrs,2002,80,498052,16.06,116
7095,Females,Texas,55-59 yrs,2002,18,522524,3.44,40
7096,Males,Texas,60-64 yrs,2002,53,363632,14.58,69
7097,Females,Texas,60-64 yrs,2002,0,395448,0,18
7098,Males,Texas,65-69 yrs,2002,42,292419,14.36,58
7099,Females,Texas,65-69 yrs,2002,11,335250,3.28,22
7100,Males,Texas,70-74 yrs,2002,68,241511,28.16,78
7101,Females,Texas,70-74 yrs,2002,0,298236,0,0
7102,Males,Texas,75-79 yrs,2002,59,181253,32.55,63
7103,Females,Texas,75-79 yrs,2002,0,253778,0,10
7104,Males,Texas,80-84 yrs,2002,60,111720,53.71,68
7105,Females,Texas,80-84 yrs,2002,0,180763,0,0
7106,Males,Texas,85+ yrs,2002,28,69748,40.14,31
7107,Females,Texas,85+ yrs,2002,0,168790,0,0
7108,Males,Utah,00-04 yrs,2002,0,112889,0,0
7109,Females,Utah,00-04 yrs,2002,0,107177,0,0
7110,Males,Utah,05-09 yrs,2002,0,100581,0,0
7111,Females,Utah,05-09 yrs,2002,0,94704,0,0
7112,Males,Utah,10-14 yrs,2002,0,100805,0,0
7113,Females,Utah,10-14 yrs,2002,0,95398,0,0
7114,Males,Utah,15-19 yrs,2002,10,106582,9.38,23
7115,Females,Utah,15-19 yrs,2002,0,105723,0,0
7116,Males,Utah,20-24 yrs,2002,19,122893,15.46,27
7117,Females,Utah,20-24 yrs,2002,0,120489,0,0
7118,Males,Utah,25-29 yrs,2002,22,92798,23.71,39
7119,Females,Utah,25-29 yrs,2002,0,89315,0,0
7120,Males,Utah,30-34 yrs,2002,12,83719,14.33,26
7121,Females,Utah,30-34 yrs,2002,0,77867,0,0
7122,Males,Utah,35-39 yrs,2002,13,74072,17.55,25
7123,Females,Utah,35-39 yrs,2002,0,71166,0,10
7124,Males,Utah,40-44 yrs,2002,18,76728,23.46,35
7125,Females,Utah,40-44 yrs,2002,0,75564,0,13
7126,Males,Utah,45-49 yrs,2002,10,71148,14.06,19
7127,Females,Utah,45-49 yrs,2002,0,70528,0,10
7128,Males,Utah,50-54 yrs,2002,16,58538,27.33,23
7129,Females,Utah,50-54 yrs,2002,0,59091,0,0
7130,Males,Utah,55-59 yrs,2002,0,44866,0,11
7131,Females,Utah,55-59 yrs,2002,0,46011,0,0
7132,Males,Utah,60-64 yrs,2002,0,33036,0,0
7133,Females,Utah,60-64 yrs,2002,0,35187,0,0
7134,Males,Utah,65-69 yrs,2002,0,26663,0,0
7135,Females,Utah,65-69 yrs,2002,0,29273,0,0
7136,Males,Utah,70-74 yrs,2002,0,22821,0,0
7137,Females,Utah,70-74 yrs,2002,0,26153,0,0
7138,Males,Utah,75-79 yrs,2002,0,18025,0,0
7139,Females,Utah,75-79 yrs,2002,0,22840,0,0
7140,Males,Utah,80-84 yrs,2002,0,12027,0,0
7141,Females,Utah,80-84 yrs,2002,0,17186,0,0
7142,Males,Utah,85+ yrs,2002,0,7771,0,0
7143,Females,Utah,85+ yrs,2002,0,15181,0,0
7144,Males,Vermont,00-04 yrs,2002,0,16939,0,0
7145,Females,Vermont,00-04 yrs,2002,0,16200,0,0
7146,Males,Vermont,05-09 yrs,2002,0,19628,0,0
7147,Females,Vermont,05-09 yrs,2002,0,18706,0,0
7148,Males,Vermont,10-14 yrs,2002,0,23347,0,0
7149,Females,Vermont,10-14 yrs,2002,0,22049,0,0
7150,Males,Vermont,15-19 yrs,2002,0,24850,0,0
7151,Females,Vermont,15-19 yrs,2002,0,23639,0,0
7152,Males,Vermont,20-24 yrs,2002,0,20709,0,0
7153,Females,Vermont,20-24 yrs,2002,0,18964,0,0
7154,Males,Vermont,25-29 yrs,2002,0,15775,0,0
7155,Females,Vermont,25-29 yrs,2002,0,15791,0,0
7156,Males,Vermont,30-34 yrs,2002,0,19510,0,0
7157,Females,Vermont,30-34 yrs,2002,0,20089,0,0
7158,Males,Vermont,35-39 yrs,2002,0,22414,0,0
7159,Females,Vermont,35-39 yrs,2002,0,23436,0,0
7160,Males,Vermont,40-44 yrs,2002,0,25825,0,0
7161,Females,Vermont,40-44 yrs,2002,0,26569,0,0
7162,Males,Vermont,45-49 yrs,2002,0,25375,0,12
7163,Females,Vermont,45-49 yrs,2002,0,26316,0,0
7164,Males,Vermont,50-54 yrs,2002,0,23380,0,0
7165,Females,Vermont,50-54 yrs,2002,0,23572,0,0
7166,Males,Vermont,55-59 yrs,2002,0,18533,0,0
7167,Females,Vermont,55-59 yrs,2002,0,18632,0,0
7168,Males,Vermont,60-64 yrs,2002,0,13051,0,0
7169,Females,Vermont,60-64 yrs,2002,0,13426,0,0
7170,Males,Vermont,65-69 yrs,2002,0,10208,0,0
7171,Females,Vermont,65-69 yrs,2002,0,11006,0,0
7172,Males,Vermont,70-74 yrs,2002,0,8813,0,0
7173,Females,Vermont,70-74 yrs,2002,0,10607,0,0
7174,Males,Vermont,75-79 yrs,2002,0,6807,0,0
7175,Females,Vermont,75-79 yrs,2002,0,9384,0,0
7176,Males,Vermont,80-84 yrs,2002,0,4393,0,0
7177,Females,Vermont,80-84 yrs,2002,0,7181,0,0
7178,Males,Vermont,85+ yrs,2002,0,2926,0,0
7179,Females,Vermont,85+ yrs,2002,0,7392,0,0
7180,Males,Virginia,00-04 yrs,2002,0,242741,0,0
7181,Females,Virginia,00-04 yrs,2002,0,232762,0,0
7182,Males,Virginia,05-09 yrs,2002,0,245611,0,0
7183,Females,Virginia,05-09 yrs,2002,0,235056,0,0
7184,Males,Virginia,10-14 yrs,2002,0,263615,0,0
7185,Females,Virginia,10-14 yrs,2002,0,252791,0,0
7186,Males,Virginia,15-19 yrs,2002,13,261221,4.98,27
7187,Females,Virginia,15-19 yrs,2002,0,247164,0,0
7188,Males,Virginia,20-24 yrs,2002,34,263575,12.9,50
7189,Females,Virginia,20-24 yrs,2002,0,245962,0,0
7190,Males,Virginia,25-29 yrs,2002,29,239586,12.1,50
7191,Females,Virginia,25-29 yrs,2002,0,235996,0,12
7192,Males,Virginia,30-34 yrs,2002,27,271097,9.96,44
7193,Females,Virginia,30-34 yrs,2002,0,271927,0,16
7194,Males,Virginia,35-39 yrs,2002,29,291079,9.96,57
7195,Females,Virginia,35-39 yrs,2002,10,297397,3.36,24
7196,Males,Virginia,40-44 yrs,2002,42,297627,14.11,60
7197,Females,Virginia,40-44 yrs,2002,12,308260,3.89,28
7198,Males,Virginia,45-49 yrs,2002,37,274645,13.47,62
7199,Females,Virginia,45-49 yrs,2002,0,286272,0,21
7200,Males,Virginia,50-54 yrs,2002,31,242727,12.77,50
7201,Females,Virginia,50-54 yrs,2002,0,256191,0,20
7202,Males,Virginia,55-59 yrs,2002,32,198848,16.09,46
7203,Females,Virginia,55-59 yrs,2002,0,209329,0,0
7204,Males,Virginia,60-64 yrs,2002,27,143224,18.85,31
7205,Females,Virginia,60-64 yrs,2002,0,154516,0,0
7206,Males,Virginia,65-69 yrs,2002,27,110725,24.38,34
7207,Females,Virginia,65-69 yrs,2002,0,126130,0,0
7208,Males,Virginia,70-74 yrs,2002,25,90848,27.52,30
7209,Females,Virginia,70-74 yrs,2002,0,113509,0,0
7210,Males,Virginia,75-79 yrs,2002,35,68118,51.38,40
7211,Females,Virginia,75-79 yrs,2002,0,100355,0,0
7212,Males,Virginia,80-84 yrs,2002,17,42641,39.87,17
7213,Females,Virginia,80-84 yrs,2002,0,74122,0,0
7214,Males,Virginia,85+ yrs,2002,16,25250,63.37,19
7215,Females,Virginia,85+ yrs,2002,0,65956,0,0
7216,Males,Washington,00-04 yrs,2002,0,203337,0,0
7217,Females,Washington,00-04 yrs,2002,0,194100,0,0
7218,Males,Washington,05-09 yrs,2002,0,210334,0,0
7219,Females,Washington,05-09 yrs,2002,0,199485,0,0
7220,Males,Washington,10-14 yrs,2002,0,228710,0,0
7221,Females,Washington,10-14 yrs,2002,0,216840,0,0
7222,Males,Washington,15-19 yrs,2002,14,224878,6.23,30
7223,Females,Washington,15-19 yrs,2002,0,210211,0,0
7224,Males,Washington,20-24 yrs,2002,28,222381,12.59,48
7225,Females,Washington,20-24 yrs,2002,0,209846,0,0
7226,Males,Washington,25-29 yrs,2002,27,199796,13.51,49
7227,Females,Washington,25-29 yrs,2002,0,191650,0,0
7228,Males,Washington,30-34 yrs,2002,23,228725,10.06,48
7229,Females,Washington,30-34 yrs,2002,0,217442,0,10
7230,Males,Washington,35-39 yrs,2002,23,232358,9.9,58
7231,Females,Washington,35-39 yrs,2002,0,227198,0,17
7232,Males,Washington,40-44 yrs,2002,44,248526,17.7,81
7233,Females,Washington,40-44 yrs,2002,0,246958,0,21
7234,Males,Washington,45-49 yrs,2002,35,237869,14.71,68
7235,Females,Washington,45-49 yrs,2002,0,240222,0,31
7236,Males,Washington,50-54 yrs,2002,34,208033,16.34,60
7237,Females,Washington,50-54 yrs,2002,0,211383,0,22
7238,Males,Washington,55-59 yrs,2002,27,164693,16.39,40
7239,Females,Washington,55-59 yrs,2002,0,166978,0,0
7240,Males,Washington,60-64 yrs,2002,25,115337,21.68,32
7241,Females,Washington,60-64 yrs,2002,0,117609,0,0
7242,Males,Washington,65-69 yrs,2002,20,87168,22.94,27
7243,Females,Washington,65-69 yrs,2002,0,94442,0,0
7244,Males,Washington,70-74 yrs,2002,19,73551,25.83,21
7245,Females,Washington,70-74 yrs,2002,0,86298,0,10
